name,ratings,reviews,type_locations,salaries,interviews,jobs,benefits
Varroc Group,3.6,(3.1k),Auto Components | Pune +61 other locations,9.4k,215,40,230
Future Group,4.2,(3.1k),Retail | Mumbai +207 other locations,6.8k,82,--,423
S&P Global,4.0,(3k),Analytics & KPO | Hyderabad / Secunderabad +47 other locations,20.1k,324,220,212
MSN Laboratories,3.6,(3k),Pharma | Hyderabad / Secunderabad +104 other locations,9.4k,166,32,155
Jindal Stainless,4.2,(3k),Iron & Steel | Jajpur +76 other locations,11.2k,305,3,186
Afcons Infrastructure,4.2,(3k),Engineering & Construction | Mumbai +121 other locations,8.4k,261,32,309
Societe Generale Global Solution Centre,3.6,(3k),IT Services & Consulting | Bangalore / Bengaluru +24 other locations,22.6k,292,136,293
Torrent Pharmaceuticals,4.0,(3k),Pharma | Ahmedabad +129 other locations,10.2k,159,25,310
Quest Global,3.5,(3k),IT Services & Consulting | Bangalore / Bengaluru +47 other locations,20.9k,351,104,190
CMS IT Services,3.1,(3k),IT Services & Consulting | Mumbai +152 other locations,9.4k,154,49,193
Niva Bupa Health Insurance Company,4.0,(3k),Insurance | New Delhi +300 other locations,8.2k,304,112,119
Square Yards,3.6,(2.9k),Internet | Gurgaon / Gurugram +51 other locations,9.1k,224,61,232
ACC,3.9,(2.9k),Building Material | Mumbai +272 other locations,9.2k,232,2,270
I Process Services,3.8,(2.9k),Recruitment | Mumbai +405 other locations,5.3k,129,2,127
HDFC Sales,3.9,(2.9k),Financial Services | Mumbai +345 other locations,8.3k,189,7,190
IDFC FIRST Bharat,4.2,(2.9k),Financial Services | Chennai +420 other locations,4.9k,142,10,70
Zensar Technologies,3.7,(2.9k),IT Services & Consulting | Pune +28 other locations,25.7k,273,394,243
Shoppers Stop,4.0,(2.9k),Retail | Mumbai +83 other locations,6.9k,137,6,320
DS Group,4.1,(2.9k),FMCG | Noida +280 other locations,6.9k,208,52,207
Suzlon Group,4.0,(2.9k),Power | Pune +142 other locations,7.7k,161,19,322
ESAF Small Finance Bank,3.6,(2.9k),Banking | Thrissur +436 other locations,7.3k,158,40,104
Fujitsu,3.8,(2.9k),IT Services & Consulting | Pune +41 other locations,17.2k,210,150,190
Tata Elxsi,3.5,(2.9k),IT Services & Consulting | Bangalore / Bengaluru +30 other locations,22.4k,336,20,202
Eternal Limited,3.6,(2.9k),Internet | Gurgaon / Gurugram +218 other locations,14.2k,356,8,218
Apollo Tyres,4.0,(2.8k),Auto Components | Chennai +181 other locations,9.8k,148,--,320
Nokia,4.0,(2.8k),Telecom | Bangalore / Bengaluru +166 other locations,16.2k,309,274,537
Ola Electric Mobility,3.3,(2.8k),Automobile | Bangalore / Bengaluru +415 other locations,9.1k,285,--,76
VVDN Technologies,3.6,(2.8k),IT Services & Consulting | Gurgaon / Gurugram +49 other locations,13.5k,252,20,127
Indus Towers,3.6,(2.8k),Telecom | Gurgaon / Gurugram +237 other locations,8.9k,220,20,202
Sagility,3.9,(2.8k),BPO | Bangalore / Bengaluru +27 other locations,11.2k,231,57,35
Yazaki,3.9,(2.8k),Auto Components | Pune +93 other locations,8.9k,174,2,253
IKS Health,3.5,(2.8k),Healthcare | Mumbai +31 other locations,11.2k,259,31,225
UnitedHealth,4.0,(2.8k),Healthcare | Hyderabad / Secunderabad +17 other locations,14.6k,84,--,432
Bharat Financial Inclusion,3.7,(2.8k),Financial Services | Hyderabad / Secunderabad +489 other locations,5k,114,1,174
Fiserv,2.9,(2.8k),FinTech | Pune +32 other locations,17.6k,193,1,311
Landmark Group,3.8,(2.8k),Retail | Bangalore / Bengaluru +172 other locations,9.2k,172,8,267
Shree Cement,3.8,(2.7k),Building Material | Beawar +255 other locations,9.7k,201,2,214
Britannia,4.0,(2.7k),FMCG | Pune +297 other locations,8.2k,214,2,248
SRF,4.1,(2.7k),Chemicals | Bharuch +67 other locations,8.8k,208,12,250
Blue Dart Express Ltd,3.9,(2.7k),Logistics | Mumbai +278 other locations,6.8k,122,3,233
Whitehat jr,3.3,(2.7k),EdTech | Mumbai +49 other locations,9.5k,265,--,944
Kansai Nerolac Paints,3.8,(2.7k),Chemicals | Mumbai +253 other locations,7.8k,184,63,189
Exide Industries,3.4,(2.7k),Auto Components | Kolkata +198 other locations,8.4k,208,53,242
Shell,3.9,(2.7k),Oil & Gas | Bangalore / Bengaluru +90 other locations,13.7k,228,6,257
Flex,3.9,(2.7k),Electronics Manufacturing | Chennai +46 other locations,15.8k,210,38,439
Dalmia Bharat Cement,3.9,(2.7k),Building Material | Guwahati +249 other locations,8.5k,187,2,237
Capita,3.5,(2.7k),BPO | Pune +32 other locations,12.9k,162,56,330
ElasticRun,3.6,(2.7k),Logistics | Pune +390 other locations,6k,271,8,224
Micro Labs,3.6,(2.7k),Pharma | Bangalore / Bengaluru +150 other locations,9.7k,150,12,205
Nestlé,3.8,(2.6k),FMCG | Gurgaon / Gurugram +278 other locations,9.7k,275,14,319
TVS Supply Chain Solutions,3.8,(2.6k),Logistics | Chennai +152 other locations,8.4k,151,13,190
Zepto,3.5,(2.6k),Internet | Bangalore / Bengaluru +100 other locations,8.7k,430,36,28
KFintech,3.4,(2.6k),Financial Services | Hyderabad / Secunderabad +113 other locations,11k,167,5,47
KPMG Global Services,3.5,(2.6k),Management Consulting | Bangalore / Bengaluru +37 other locations,23.8k,248,3,6
G4S,4.0,(2.6k),Law Enforcement & Security | Gurgaon / Gurugram +162 other locations,5k,126,527,235
ZS,3.1,(2.6k),Management Consulting | Pune +16 other locations,19.8k,508,148,261
Star Health & Allied Insurance,3.5,(2.6k),Insurance | Chennai +326 other locations,9.8k,152,29,164
Voltas,4.0,(2.6k),Consumer Electronics & Appliances | Mumbai +204 other locations,8.5k,173,20,258
BlackBuck,3.7,(2.6k),Internet | Bangalore / Bengaluru +365 other locations,6.4k,208,16,245
Sonalika Tractors,3.6,(2.6k),Automobile | Hoshiarpur +191 other locations,8.8k,160,--,173
Sahrudaya Healthcare (Medicover Hospitals),4.4,(2.6k),Healthcare | Hyderabad / Secunderabad +45 other locations,3.4k,141,31,36
Ajanta Pharma,3.9,(2.6k),Pharma | Mumbai +118 other locations,8.8k,156,29,214
Blue Star,4.1,(2.6k),Consumer Electronics & Appliances | Mumbai +147 other locations,9.6k,193,14,240
"Maruti Suzuki India Limited, Hansalpur",4.2,(2.6k),Automobile | Ahmedabad +119 other locations,7.9k,220,3,186
Care Health Insurance,3.5,(2.6k),Insurance | Gurgaon / Gurugram +242 other locations,8.5k,153,53,166
Domino's Pizza,3.9,(2.5k),Hospitality | New Delhi +246 other locations,4.1k,115,--,392
ACT Fibernet,3.9,(2.5k),Telecom | Hyderabad / Secunderabad +56 other locations,7.6k,158,111,255
GATI-KWE,3.9,(2.5k),Logistics | Hyderabad / Secunderabad +162 other locations,4.9k,99,7,289
Tata Electronics,3.9,(2.5k),Semiconductors | Hosur +48 other locations,10.4k,238,26,61
Fortis Healthcare,4.0,(2.5k),Healthcare | New Delhi +69 other locations,7.4k,181,771,138
NoBroker,3.0,(2.5k),Internet | Bangalore / Bengaluru +49 other locations,10.4k,276,344,352
Exl India,3.5,(2.5k),Logistics | New Delhi +43 other locations,14.7k,123,1,163
Gallagher,3.7,(2.5k),Insurance | Bangalore / Bengaluru +28 other locations,13.8k,262,152,120
Bajaj Electricals,3.9,(2.5k),Consumer Electronics & Appliances | Mumbai +233 other locations,7.4k,146,19,289
Sterlite Technologies,3.8,(2.5k),Hardware & Networking | Aurangabad +101 other locations,10.1k,180,126,208
Movate,3.1,(2.5k),IT Services & Consulting | Chennai +38 other locations,14.7k,287,82,2
Adani Power,3.7,(2.5k),Power | Mundra +127 other locations,9.3k,296,--,162
Sammaan Capital Limited,3.8,(2.5k),NBFC | Gurgaon / Gurugram +201 other locations,5.9k,111,4,118
Foundever,3.4,(2.5k),BPO | Hyderabad / Secunderabad +23 other locations,8.6k,172,75,199
Alldigi Tech,3.9,(2.5k),BPO | Chennai +36 other locations,7.5k,229,20,112
DBS Bank,3.7,(2.5k),Banking | Hyderabad / Secunderabad +175 other locations,12.8k,190,321,192
V-Mart,4.1,(2.5k),Retail | Gurgaon / Gurugram +284 other locations,4.6k,188,13,210
Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery | Chennai +191 other locations,8.3k,129,19,274
Himalaya Wellness,4.0,(2.5k),Pharma | Bangalore / Bengaluru +236 other locations,6.1k,143,23,255
BT Group,3.8,(2.5k),Telecom | Gurgaon / Gurugram +23 other locations,11.3k,223,22,264
Tata Advanced Systems,3.7,(2.5k),Defence & Aerospace | Bangalore / Bengaluru +55 other locations,12.5k,178,--,132
Parle Agro,4.0,(2.4k),Beverage | Mumbai +255 other locations,6.5k,141,3,212
JCB,3.9,(2.4k),Industrial Machinery | Pune +113 other locations,9.5k,159,--,233
Patanjali Ayurved,3.9,(2.4k),FMCG | Haridwar +300 other locations,5.7k,133,--,248
Statestreet HCL Services,3.4,(2.4k),BPO | Chennai +18 other locations,13.8k,219,--,201
IntouchCX,2.7,(2.4k),BPO | Hyderabad / Secunderabad +22 other locations,9.8k,227,221,145
Paras Hospital,4.1,(2.4k),Healthcare | Patna +62 other locations,3.1k,98,43,126
Foxconn,3.9,(2.4k),Electronics Manufacturing | Chennai +59 other locations,10k,219,14,170
McDonald's,3.9,(2.4k),Hospitality | New Delhi +147 other locations,5k,147,--,410
Laurus Labs,4.3,(2.4k),Pharma | Visakhapatnam +33 other locations,7.2k,149,10,207
Physicswallah,3.6,(2.4k),EdTech | Noida +121 other locations,7.8k,259,80,20
ICICI Securities,3.9,(2.4k),Financial Services | Mumbai +148 other locations,9.7k,187,3,184
Mahindra Holidays & Resorts,3.5,(2.4k),Hospitality | Mumbai +112 other locations,5.9k,122,64,202
Photon Interactive,4.1,(2.4k),IT Services & Consulting | Chennai +18 other locations,7.3k,129,868,123
Emcure Pharmaceuticals,3.7,(2.4k),Pharma | Pune +113 other locations,8.3k,121,34,233
Biocon Limited,4.0,(2.4k),Biotechnology | Bangalore / Bengaluru +66 other locations,11.7k,180,20,2
Canara HSBC Life Insurance,3.6,(2.4k),Insurance | Gurgaon / Gurugram +312 other locations,6.4k,129,4,168
Mahindra Rural Housing Finance,4.0,(2.4k),NBFC | Mumbai +460 other locations,4.6k,102,2,180
Planet Spark,3.9,(2.4k),EdTech | Gurgaon / Gurugram +62 other locations,3.4k,576,65,191
Datamatics Global Services,3.3,(2.4k),IT Services & Consulting | Mumbai +36 other locations,11.7k,180,58,183
Intellect Design Arena,3.6,(2.4k),Software Product | Chennai +40 other locations,13.4k,180,31,118
Aditya Birla Capital,3.8,(2.4k),NBFC | Mumbai +285 other locations,9.7k,197,--,164
Axis Direct,3.6,(2.4k),Financial Services | Mumbai +269 other locations,4.7k,86,40,226
Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality | Mumbai +109 other locations,4.8k,151,181,178
Hero FinCorp,3.9,(2.4k),NBFC | New Delhi +390 other locations,5.6k,113,30,129
3i Infotech,3.4,(2.3k),IT Services & Consulting | Mumbai +127 other locations,10.6k,161,21,149
Capgemini Engineering,3.4,(2.3k),IT Services & Consulting | Bangalore / Bengaluru +27 other locations,14.6k,394,1,139
Cadila Pharmaceuticals,3.3,(2.3k),Pharma | Ahmedabad +134 other locations,7.8k,153,217,167
Info Edge,4.0,(2.3k),Internet | Noida +69 other locations,10.9k,373,306,299
Cholamandalam MS General Insurance,3.7,(2.3k),Insurance | Chennai +385 other locations,5.9k,114,--,166
KocharTech,3.7,(2.3k),IT Services & Consulting | Kolkata +26 other locations,3.7k,79,55,582
Aditya Birla Group,4.1,(2.3k),Metals & Mining | Mumbai +263 other locations,9.9k,233,3,248
Syngene International,3.9,(2.3k),Clinical Research | Bangalore / Bengaluru +21 other locations,12.5k,186,3,217
Adani Group,3.8,(2.3k),Power | Ahmedabad +186 other locations,10.7k,273,1.9k,101
Delhi Public School,3.8,(2.3k),Education & Training | New Delhi +272 other locations,5.3k,151,171,258
Cybage,3.8,(2.3k),IT Services & Consulting | Pune +15 other locations,17.3k,212,44,268
Bureau Veritas,3.8,(2.3k),Other | Mumbai +143 other locations,8.1k,140,18,176
Xoriant,4.1,(2.3k),IT Services & Consulting | Pune +23 other locations,11.6k,231,23,413
Lifestyle,4.3,(2.3k),Retail | Bangalore / Bengaluru +129 other locations,6.6k,80,17,278
Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma | Haridwar +37 other locations,6.2k,325,18,147
Aavas Financiers,3.9,(2.3k),NBFC | Jaipur +290 other locations,5.7k,113,58,138
Eureka Forbes,3.6,(2.3k),Consumer Electronics & Appliances | Mumbai +184 other locations,5.4k,89,1,227
GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit | Lucknow +212 other locations,4.5k,113,28,176
Straive,3.3,(2.3k),IT Services & Consulting | Chennai +31 other locations,10k,219,86,122
RMSI,3.6,(2.3k),IT Services & Consulting | Hyderabad / Secunderabad +24 other locations,8.4k,187,10,184
Sopra Steria,3.9,(2.3k),IT Services & Consulting | Noida +20 other locations,13.8k,181,116,240
Kia India,3.9,(2.3k),Automobile | Anantapur +184 other locations,8k,171,90,165
Sobha,3.8,(2.3k),Real Estate | Bangalore / Bengaluru +37 other locations,8.3k,160,57,220
CorroHealth infotech,3.7,(2.2k),Analytics & KPO | Hyderabad / Secunderabad +31 other locations,7.1k,247,99,9
Unacademy,2.9,(2.2k),EdTech | Bangalore / Bengaluru +72 other locations,10.4k,230,31,153
Radisson Hotels,4.0,(2.2k),Hospitality | New Delhi +125 other locations,5.2k,97,296,312
Apollo Pharmacy,3.7,(2.2k),Pharma | Hyderabad / Secunderabad +279 other locations,7k,172,1k,128
TaskUs,3.1,(2.2k),BPO | Indore +35 other locations,9.1k,215,140,116
Myntra,3.9,(2.2k),Internet | Bangalore / Bengaluru +104 other locations,10.2k,262,61,305
Lava International,3.9,(2.2k),Consumer Electronics & Appliances | Noida +222 other locations,4.3k,80,1,302
Panasonic Life Solutions India,3.9,(2.2k),Consumer Electronics & Appliances | Haridwar +168 other locations,6.4k,94,10,105
TCE,3.8,(2.2k),Engineering & Construction | Mumbai +131 other locations,9.2k,289,35,165
Team Computers,3.7,(2.2k),IT Services & Consulting | New Delhi +101 other locations,8.4k,196,151,115
Endurance Technologies,3.9,(2.2k),Auto Components | Aurangabad +47 other locations,7.7k,130,12,230
Lodha,4.1,(2.2k),Real Estate | Mumbai +30 other locations,8.6k,165,206,173
SBI Securities,3.6,(2.2k),Financial Services | Mumbai +315 other locations,6.7k,177,28,104
Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances | Pune +174 other locations,7.9k,116,19,201
Star Union Dai-ichi Life Insurance,3.8,(2.2k),Insurance | Mumbai +315 other locations,5.2k,128,27,95
Indian Railways,4.2,(2.2k),Railways | Kolkata +247 other locations,3.4k,113,--,158
GlaxoSmithKline Pharmaceuticals,4.0,(2.2k),Pharma | Bangalore / Bengaluru +216 other locations,5.6k,124,34,112
Adani Wilmar,4.0,(2.2k),FMCG | Ahmedabad +198 other locations,6.7k,130,95,171
Nokia Networks,4.1,(2.2k),Hardware & Networking | Chennai +87 other locations,10.5k,126,--,10
Cisco,4.1,(2.2k),Hardware & Networking | Bangalore / Bengaluru +46 other locations,18.7k,401,115,223
Renault Nissan Technology & Business Centre India,3.8,(2.2k),IT Services & Consulting | Chennai +18 other locations,14.5k,151,42,210
Bharti AXA Life Insurance,3.6,(2.2k),Insurance | Mumbai +242 other locations,5.1k,143,119,170
SBI General Insurance,3.5,(2.1k),Insurance | Mumbai +284 other locations,6.5k,125,48,132
Shahi Exports,3.9,(2.1k),Fashion & Textile | Bangalore / Bengaluru +71 other locations,6.7k,123,43,228
Huawei Technologies,4.0,(2.1k),Telecom | Bangalore / Bengaluru +105 other locations,8.1k,117,--,288
Meesho,3.7,(2.1k),Internet | Bangalore / Bengaluru +132 other locations,9.2k,416,98,296
Coromandel International,4.1,(2.1k),Agro Chemicals | Visakhapatnam +180 other locations,7.5k,122,22,217
Daikin Airconditioning India Pvt. Ltd.,4.1,(2.1k),Consumer Electronics & Appliances | Neemrana +107 other locations,7.5k,200,--,144
Ambuja Cements,3.8,(2.1k),Building Material | Mumbai +252 other locations,5.9k,156,--,211
ValueLabs,3.5,(2.1k),IT Services & Consulting | Hyderabad / Secunderabad +20 other locations,15.8k,210,85,266
Sify Technologies,3.7,(2.1k),IT Services & Consulting | Chennai +131 other locations,9.8k,144,54,152
Allstate,3.7,(2.1k),Insurance | Pune +15 other locations,12.1k,154,8,186
Bank of Baroda,3.5,(2.1k),Banking | Mumbai +298 other locations,6.8k,111,--,150
BNP Paribas,3.7,(2.1k),Banking | Mumbai +27 other locations,17.5k,205,585,174
Simplex Infrastructures,3.4,(2.1k),Engineering & Construction | Kolkata +139 other locations,4.6k,79,--,286
Microsoft Corporation,3.7,(2.1k),Software Product | Bangalore / Bengaluru +47 other locations,28.3k,604,--,196
Ola Cabs,3.3,(2.1k),Internet | Bangalore / Bengaluru +111 other locations,9.1k,153,12,227
Life Insurance Corporation of India,4.4,(2.1k),Insurance | New Delhi +469 other locations,4.6k,94,3,242
BHEL,4.2,(2.1k),Electrical Equipment | Bangalore / Bengaluru +128 other locations,5k,131,--,231
Cargill,3.9,(2.1k),Food Processing | Bangalore / Bengaluru +118 other locations,8.2k,109,407,148
Spark Minda,3.8,(2.1k),Auto Components | Pune +74 other locations,7k,153,2,36
Pfizer,3.9,(2.1k),Pharma | Visakhapatnam +129 other locations,5.7k,84,45,276
Force Motors,3.7,(2.1k),Automobile | Pune +107 other locations,8.1k,143,1,152
CAMS,3.6,(2.1k),Financial Services | Chennai +107 other locations,8.5k,139,24,50
Generali Central Life Insurance,3.5,(2.1k),Insurance | Mumbai +197 other locations,6.7k,117,6,163
Power Mech Projects,3.8,(2.1k),Engineering & Construction | Hyderabad / Secunderabad +149 other locations,6.6k,119,5,158
upGrad,3.4,(2.1k),EdTech | Bangalore / Bengaluru +48 other locations,9.1k,213,72,125
Newgen Software Technologies,3.9,(2.1k),IT Services & Consulting | Noida +32 other locations,11.5k,199,28,147
FirstCry,3.6,(2.1k),Retail | Pune +209 other locations,8.5k,205,9,70
Raymond Lifestyle Limited,4.2,(2.1k),Fashion & Textile | Mumbai +147 other locations,6.5k,112,3,230
Bharat Petroleum,4.2,(2k),Oil & Gas | Mumbai +259 other locations,6.6k,172,--,187
Poonawalla Fincorp,3.6,(2k),NBFC | Pune +260 other locations,5.7k,78,18,129
Mercedes-Benz Research and Development India,3.7,(2k),IT Services & Consulting | Bangalore / Bengaluru +51 other locations,17.5k,205,116,195
Reliance Trends,4.1,(2k),Retail | Bangalore / Bengaluru +391 other locations,4.1k,122,--,220
Renault-Nissan,4.1,(2k),Automobile | Chennai +86 other locations,7.6k,122,--,268
Nuvoco Vistas,4.1,(2k),Building Material | Kolkata +195 other locations,6.9k,121,25,126
Extramarks Education,3.4,(2k),EdTech | Noida +110 other locations,7.4k,171,20,142
Saint-Gobain,3.9,(2k),Building Material | Mumbai +101 other locations,11.3k,200,103,243
GAO Tek,4.4,(2k),Electrical Equipment | New York +39 other locations,254,471,--,26
Brakes India,3.9,(2k),Auto Components | Chennai +98 other locations,7k,92,4,198
ITC Hotels,4.1,(2k),Hospitality | New Delhi +94 other locations,5.2k,99,--,199
Kotak Securities,3.4,(2k),Financial Services | Mumbai +138 other locations,9.4k,138,19,153
Ninjacart,3.8,(2k),Internet | Bangalore / Bengaluru +114 other locations,5.3k,101,17,137
Jio Platforms,3.3,(2k),IT Services & Consulting | Mumbai +101 other locations,13.5k,243,--,62
Henry Harvin Education,3.5,(2k),EdTech | Noida +33 other locations,877,53,74,63
Delphi TVS,3.9,(2k),Auto Components | Chennai +58 other locations,5.5k,98,--,192
State Street Syntel,3.7,(2k),Financial Services | Mumbai +21 other locations,7.4k,79,--,281
Reliance General Insurance,3.6,(2k),Insurance | Mumbai +193 other locations,7k,96,11,131
JK Tyre,3.6,(2k),Auto Components | Chennai +141 other locations,6.7k,125,--,189
CitiusTech,3.2,(2k),IT Services & Consulting | Mumbai +16 other locations,14.1k,309,49,163
Biological E,4.2,(2k),Pharma | Hyderabad / Secunderabad +71 other locations,7k,136,40,221
SGS,3.8,(2k),Other | Mumbai +145 other locations,6.2k,122,112,178
Infinite Computer Solutions,3.3,(2k),IT Services & Consulting | Bangalore / Bengaluru +36 other locations,14.6k,169,260,105
Senco Gold,4.4,(2k),Jewellery | Kolkata +77 other locations,1.5k,617,6,35
Morgan Stanley,3.6,(2k),Financial Services | Mumbai +19 other locations,25.5k,326,9,151
